defence+1a;§B+1 Defence;;;;;;;;;;;;;;
defence+1b;§B+1 Defence;;;;;;;;;;;;;;
defence+1c;§B+1 Defence;;;;;;;;;;;;;;
defence+1d;§B+1 Defence;;;;;;;;;;;;;;
defence+1e;§B+1 Defence;;;;;;;;;;;;;;
defence+1f;§B+1 Defence;;;;;;;;;;;;;;
defence+1g;§B+1 Defence;;;;;;;;;;;;;;
defence+1h;§B+1 Defence;;;;;;;;;;;;;;
defence+1i;§B+1 Defence;;;;;;;;;;;;;;
defence+1j;§B+1 Defence;;;;;;;;;;;;;;
defence+1k;§B+1 Defence;;;;;;;;;;;;;;
defence+1l;§B+1 Defence;;;;;;;;;;;;;;
defence+1a_1;§B+1 Defence;;;;;;;;;;;;;;
defence+1b_1;§B+1 Defence;;;;;;;;;;;;;;
defence+1c_1;§B+1 Defence;;;;;;;;;;;;;;
defence+1d_1;§B+1 Defence;;;;;;;;;;;;;;
defence+1e_1;§B+1 Defence;;;;;;;;;;;;;;
defence+1f_1;§B+1 Defence;;;;;;;;;;;;;;
defence+1g_1;§B+1 Defence;;;;;;;;;;;;;;
defence+1h_1;§B+1 Defence;;;;;;;;;;;;;;
defence+1i_1;§B+1 Defence;;;;;;;;;;;;;;
defence+1j_1;§B+1 Defence;;;;;;;;;;;;;;
defence+1k_1;§B+1 Defence;;;;;;;;;;;;;;
defence+1l_1;§B+1 Defence;;;;;;;;;;;;;;
defence+1a_2;§B+1 Defence;;;;;;;;;;;;;;
defence+1b_2;§B+1 Defence;;;;;;;;;;;;;;
defence+1c_2;§B+1 Defence;;;;;;;;;;;;;;
defence+1d_2;§B+1 Defence;;;;;;;;;;;;;;
defence+1e_2;§B+1 Defence;;;;;;;;;;;;;;
defence+1f_2;§B+1 Defence;;;;;;;;;;;;;;
defence+1g_2;§B+1 Defence;;;;;;;;;;;;;;
defence+1h_2;§B+1 Defence;;;;;;;;;;;;;;
defence+1i_2;§B+1 Defence;;;;;;;;;;;;;;
defence+1j_2;§B+1 Defence;;;;;;;;;;;;;;
defence+1k_2;§B+1 Defence;;;;;;;;;;;;;;
defence+1l_2;§B+1 Defence;;;;;;;;;;;;;;
defence+1a_3;§B+1 Defence;;;;;;;;;;;;;;
defence+1b_3;§B+1 Defence;;;;;;;;;;;;;;
defence+1c_3;§B+1 Defence;;;;;;;;;;;;;;
defence+1d_3;§B+1 Defence;;;;;;;;;;;;;;
defence+1e_3;§B+1 Defence;;;;;;;;;;;;;;
defence+1f_3;§B+1 Defence;;;;;;;;;;;;;;
defence+1g_3;§B+1 Defence;;;;;;;;;;;;;;
defence+1h_3;§B+1 Defence;;;;;;;;;;;;;;
defence+1i_3;§B+1 Defence;;;;;;;;;;;;;;
defence+1j_3;§B+1 Defence;;;;;;;;;;;;;;
defence+1k_3;§B+1 Defence;;;;;;;;;;;;;;
defence+1l_3;§B+1 Defence;;;;;;;;;;;;;;
defence+1a_4;§B+1 Defence;;;;;;;;;;;;;;
defence+1b_4;§B+1 Defence;;;;;;;;;;;;;;
defence+1c_4;§B+1 Defence;;;;;;;;;;;;;;
defence+1d_4;§B+1 Defence;;;;;;;;;;;;;;
defence+1e_4;§B+1 Defence;;;;;;;;;;;;;;
defence+1f_4;§B+1 Defence;;;;;;;;;;;;;;
defence+1g_4;§B+1 Defence;;;;;;;;;;;;;;
defence+1h_4;§B+1 Defence;;;;;;;;;;;;;;
defence+1i_4;§B+1 Defence;;;;;;;;;;;;;;
defence+1j_4;§B+1 Defence;;;;;;;;;;;;;;
defence+1k_4;§B+1 Defence;;;;;;;;;;;;;;
defence+1l_4;§B+1 Defence;;;;;;;;;;;;;;
defence+1a_5;§B+1 Defence;;;;;;;;;;;;;;
defence+1b_5;§B+1 Defence;;;;;;;;;;;;;;
defence+1c_5;§B+1 Defence;;;;;;;;;;;;;;
defence+1d_5;§B+1 Defence;;;;;;;;;;;;;;
defence+1e_5;§B+1 Defence;;;;;;;;;;;;;;
defence+1f_5;§B+1 Defence;;;;;;;;;;;;;;
defence+1g_5;§B+1 Defence;;;;;;;;;;;;;;
defence+1h_5;§B+1 Defence;;;;;;;;;;;;;;
defence+1i_5;§B+1 Defence;;;;;;;;;;;;;;
defence+1j_5;§B+1 Defence;;;;;;;;;;;;;;
defence+1k_5;§B+1 Defence;;;;;;;;;;;;;;
defence+1l_5;§B+1 Defence;;;;;;;;;;;;;;
defence+1a_6;§B+1 Defence;;;;;;;;;;;;;;
defence+1b_6;§B+1 Defence;;;;;;;;;;;;;;
defence+1c_6;§B+1 Defence;;;;;;;;;;;;;;
defence+1d_6;§B+1 Defence;;;;;;;;;;;;;;
defence+1e_6;§B+1 Defence;;;;;;;;;;;;;;
defence+1f_6;§B+1 Defence;;;;;;;;;;;;;;
defence+1g_6;§B+1 Defence;;;;;;;;;;;;;;
defence+1h_6;§B+1 Defence;;;;;;;;;;;;;;
defence+1i_6;§B+1 Defence;;;;;;;;;;;;;;
defence+1j_6;§B+1 Defence;;;;;;;;;;;;;;
defence+1k_6;§B+1 Defence;;;;;;;;;;;;;;
defence+1l_6;§B+1 Defence;;;;;;;;;;;;;;
defence+1a_7;§B+1 Defence;;;;;;;;;;;;;;
defence+1b_7;§B+1 Defence;;;;;;;;;;;;;;
defence+1c_7;§B+1 Defence;;;;;;;;;;;;;;
defence+1d_7;§B+1 Defence;;;;;;;;;;;;;;
defence+1e_7;§B+1 Defence;;;;;;;;;;;;;;
defence+1f_7;§B+1 Defence;;;;;;;;;;;;;;
defence+1g_7;§B+1 Defence;;;;;;;;;;;;;;
defence+1h_7;§B+1 Defence;;;;;;;;;;;;;;
defence+1i_7;§B+1 Defence;;;;;;;;;;;;;;
defence+1j_7;§B+1 Defence;;;;;;;;;;;;;;
defence+1k_7;§B+1 Defence;;;;;;;;;;;;;;
defence+1l_7;§B+1 Defence;;;;;;;;;;;;;;
defence+1a_8;§B+1 Defence;;;;;;;;;;;;;;
defence+1b_8;§B+1 Defence;;;;;;;;;;;;;;
defence+1c_8;§B+1 Defence;;;;;;;;;;;;;;
defence+1d_8;§B+1 Defence;;;;;;;;;;;;;;
defence+1e_8;§B+1 Defence;;;;;;;;;;;;;;
defence+1f_8;§B+1 Defence;;;;;;;;;;;;;;
defence+1g_8;§B+1 Defence;;;;;;;;;;;;;;
defence+1h_8;§B+1 Defence;;;;;;;;;;;;;;
defence+1i_8;§B+1 Defence;;;;;;;;;;;;;;
defence+1j_8;§B+1 Defence;;;;;;;;;;;;;;
defence+1k_8;§B+1 Defence;;;;;;;;;;;;;;
defence+1l_8;§B+1 Defence;;;;;;;;;;;;;;
defence+1a_9;§B+1 Defence;;;;;;;;;;;;;;
defence+1b_9;§B+1 Defence;;;;;;;;;;;;;;
defence+1c_9;§B+1 Defence;;;;;;;;;;;;;;
defence+1d_9;§B+1 Defence;;;;;;;;;;;;;;
defence+1e_9;§B+1 Defence;;;;;;;;;;;;;;
defence+1f_9;§B+1 Defence;;;;;;;;;;;;;;
defence+1g_9;§B+1 Defence;;;;;;;;;;;;;;
defence+1h_9;§B+1 Defence;;;;;;;;;;;;;;
defence+1i_9;§B+1 Defence;;;;;;;;;;;;;;
defence+1j_9;§B+1 Defence;;;;;;;;;;;;;;
defence+1k_9;§B+1 Defence;;;;;;;;;;;;;;
defence+1l_9;§B+1 Defence;;;;;;;;;;;;;;
defence+1a_10;§B+1 Defence;;;;;;;;;;;;;;
defence+1b_10;§B+1 Defence;;;;;;;;;;;;;;
defence+1c_10;§B+1 Defence;;;;;;;;;;;;;;
defence+1d_10;§B+1 Defence;;;;;;;;;;;;;;
defence+1e_10;§B+1 Defence;;;;;;;;;;;;;;
defence+1f_10;§B+1 Defence;;;;;;;;;;;;;;
defence+1g_10;§B+1 Defence;;;;;;;;;;;;;;
defence+1h_10;§B+1 Defence;;;;;;;;;;;;;;
defence+1i_10;§B+1 Defence;;;;;;;;;;;;;;
defence+1j_10;§B+1 Defence;;;;;;;;;;;;;;
defence+1k_10;§B+1 Defence;;;;;;;;;;;;;;
defence+1l_10;§B+1 Defence;;;;;;;;;;;;;;
defence+1a_11;§B+1 Defence;;;;;;;;;;;;;;
defence+1b_11;§B+1 Defence;;;;;;;;;;;;;;
defence+1c_11;§B+1 Defence;;;;;;;;;;;;;;
defence+1d_11;§B+1 Defence;;;;;;;;;;;;;;
defence+1e_11;§B+1 Defence;;;;;;;;;;;;;;
defence+1f_11;§B+1 Defence;;;;;;;;;;;;;;
defence+1g_11;§B+1 Defence;;;;;;;;;;;;;;
defence+1h_11;§B+1 Defence;;;;;;;;;;;;;;
defence+1i_11;§B+1 Defence;;;;;;;;;;;;;;
defence+1j_11;§B+1 Defence;;;;;;;;;;;;;;
defence+1k_11;§B+1 Defence;;;;;;;;;;;;;;
defence+1l_11;§B+1 Defence;;;;;;;;;;;;;;
defence+1a_12;§B+1 Defence;;;;;;;;;;;;;;
defence+1b_12;§B+1 Defence;;;;;;;;;;;;;;
defence+1c_12;§B+1 Defence;;;;;;;;;;;;;;
defence+1d_12;§B+1 Defence;;;;;;;;;;;;;;
defence+1e_12;§B+1 Defence;;;;;;;;;;;;;;
defence+1f_12;§B+1 Defence;;;;;;;;;;;;;;
defence+1g_12;§B+1 Defence;;;;;;;;;;;;;;
defence+1h_12;§B+1 Defence;;;;;;;;;;;;;;
defence+1i_12;§B+1 Defence;;;;;;;;;;;;;;
defence+1j_12;§B+1 Defence;;;;;;;;;;;;;;
defence+1k_12;§B+1 Defence;;;;;;;;;;;;;;
defence+1l_12;§B+1 Defence;;;;;;;;;;;;;;
defence+1a_13;§B+1 Defence;;;;;;;;;;;;;;
defence+1b_13;§B+1 Defence;;;;;;;;;;;;;;
defence+1c_13;§B+1 Defence;;;;;;;;;;;;;;
defence+1d_13;§B+1 Defence;;;;;;;;;;;;;;
